Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
1111	CHEK1	CHK1 checkpoint homolog (S. pombe)	NM_001274, NM_001114122, NM_001114121	NP_001265.2, NP_001107594.1, NP_001107593.1	ENSG00000149554	chr11:125001873 - 125030425	ATP binding;cell cycle;condensed nuclear chromosome;DNA damage checkpoint;DNA repair;G2/M transition of mitotic cell cycle;gamete generation;meiotic recombination;negative regulation of cell proliferation;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of cyclin-dependent protein kinase activity;replication fork;transferase activity	Protein Kinase,  Stability
11200	CHEK2	CHK2 checkpoint homolog (S. pombe)	NM_001005735, NM_145862, NM_007194	NP_001005735.1, NP_665861.1, NP_009125.1	ENSG00000183765	chr22:27413884 - 27460709	ATP binding;cell cycle;DNA damage checkpoint;DNA damage response, signal transduction resulting in induction of apoptosis;magnesium ion binding;nucleotide binding;nucleus;PML body;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Futreal et al 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation
1128	CHRM1	cholinergic receptor, muscarinic 1	NM_000738	NP_000729.2	ENSG00000168539	chr11:62433765 - 62435148	acetylcholine receptor signaling, muscarinic pathway;cell proliferation;integral to plasma membrane;membrane fraction;muscarinic acetylcholine receptor activity;muscarinic acetylcholine receptor, phospholipase C activating pathway;nervous system development;phosphoinositide phospholipase C activity;plasma membrane;positive regulation of cell proliferation;postsynaptic membrane;protein kinase C activation;protein modification process;receptor activity;regulation of locomotion;rhodopsin-like receptor activity	Protein Kinase
1136	CHRNA3	cholinergic receptor, nicotinic, alpha 3	NM_000743	NP_000734.2	ENSG00000080644	chr15:76676000 - 76700191	acetylcholine receptor activity;extracellular ligand-gated ion channel activity;integral to membrane;ion channel activity;ion transport;neurotransmitter receptor activity;nicotinic acetylcholine-activated cation-selective channel activity;nicotinic acetylcholine-gated receptor-channel complex;postsynaptic membrane;signal transduction;transporter activity	Protein Kinase
11113	CIT	citron (rho-interacting, serine/threonine kinase 21)	NM_007174	NP_009105.1	ENSG00000122966	chr12:118610419 - 118798355	ATP binding;cell cycle;cell differentiation;cell division;diacylglycerol binding;generation of neurons;intracellular signaling cascade;metal ion binding;mitosis;multicellular organismal development;nervous system development;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;small GTPase regulator activity;transferase activity;zinc ion binding	Protein Kinase
1164	CKS2	CDC28 protein kinase regulatory subunit 2	NM_001827	NP_001818.1	ENSG00000123975	chr9:91116027 - 91121160	cell cycle;cell division;cell proliferation;cyclin-dependent protein kinase regulator activity;meiosis I;phosphoinositide-mediated signaling;regulation of cyclin-dependent protein kinase activity;spindle organization and biogenesis	Protein Kinase
1195	CLK1	CDC-like kinase 1	NM_004071	NP_004062.2	ENSG00000013441	chr2:201426273 - 201434830	ATP binding;cell proliferation;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	Protein Kinase
57396	CLK4	CDC-like kinase 4	NM_020666	NP_065717.1	ENSG00000113240	chr5:177963223 - 177983023	ATP binding;nucleotide binding;nucleus;peptidyl-tyrosine phosphorylation;protein amino acid autophosphorylation;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
10256	CNKSR1	connector enhancer of kinase suppressor of Ras 1	NM_006314	NP_006305.2	ENSG00000142675	chr1:26376625 - 26388626	cell cortex;intercellular junction;plasma membrane;protein binding, bridging;Rho protein signal transduction;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase
10087	COL4A3BP	collagen, type IV, alpha 3 (Goodpasture antigen) binding protein	NM_005713, NM_031361	NP_005704.1, NP_112729.1	ENSG00000113163	chr5:74710926 - 74842788	cellular_component;immune response;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Protein Kinase
8895	CPNE3	copine III	NM_003909	NP_003900.1	ENSG00000085719	chr8:87609889 - 87639754	calcium-dependent phospholipid binding;cytoplasm;cytosol;kinase activity;lipid metabolic process;protein serine/threonine kinase activity;transferase activity;transporter activity;vesicle-mediated transport	Protein Kinase
7538	CR601007	zinc finger protein 36, C3H type, homolog (mouse)	NM_003407	NP_003398.1	ENSG00000128016	chr19:44590580 - 44591294	cytoplasm;cytosol;DNA binding;metal ion binding;mRNA binding;mRNA catabolic process;negative regulation of inflammatory response;negative regulation of myeloid cell differentiation;nucleus;protein binding;protein kinase cascade;regulation of mRNA stability;RNA destabilization;single-stranded RNA binding;zinc ion binding	Protein Kinase,  Stability
285464	CRIPAK	cysteine-rich PAK1 inhibitor	NM_175918	NP_787114.2	ENSG00000179979	chr4:1378299 - 1379640	cytoplasm;endoplasmic reticulum;ER-nuclear signaling pathway;negative regulation of protein kinase activity;nucleus;plasma membrane;protein binding;regulation of cytoskeleton organization and biogenesis;response to estrogen stimulus	Protein Kinase
1399	CRKL	v-crk sarcoma virus CT10 oncogene homolog (avian)-like	NM_005207	NP_005198.1	ENSG00000099942	chr22:19602222 - 19634133	anterior/posterior pattern formation;blood vessel development;cell motility;heart development;intracellular signaling cascade;JNK cascade;organ morphogenesis;parathyroid gland development;pattern specification process;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;Ras protein signal transduction;SH3/SH2 adaptor activity;thymus development	EGFR1,  Kit Receptor,  Protein Kinase,  Entrez Query:Oncogene
51755	CRKRS	Cdc2-related kinase, arginine/serine-rich	NM_016507, NM_015083	NP_057591.2, NP_055898.1	ENSG00000167258	chr17:34871850 - 34941095	ATP binding;nucleotide binding;nucleus;protein amino acid autophosphorylation;protein serine/threonine kinase activity;RNA polymerase II transcription factor activity;transferase activity	Protein Kinase
1435	CSF1	colony stimulating factor 1 (macrophage)	NM_172211, NM_172212, NM_172210	NP_757350.1, NP_757351.1, NP_757349.1	ENSG00000184371	chr1:110255168 - 110269334	cell differentiation;cell proliferation;extracellular space;hemopoiesis;integral to membrane;macrophage colony stimulating factor receptor binding;macrophage differentiation;membrane;positive regulation of cell proliferation	Mitelman 2000,  Protein Kinase,  Stability
1445	CSK	c-src tyrosine kinase	NM_001127190, NM_004383	NP_001120662.1, NP_004374.1	ENSG00000103653	chr15:72877691 - 72881907	ATP binding;cytoplasm;intercellular junction;intracellular signaling cascade;negative regulation of cell proliferation;nucleotide binding;plasma membrane;protein amino acid phosphorylation;protein C-terminus binding;protein-tyrosine kinase activity;regulation of progression through cell cycle;transferase activity	EGFR1,  Protein Kinase,  Tyrosine Kinase
122011	CSNK1A1L	casein kinase 1, alpha 1-like	NM_145203	NP_660204.1	ENSG00000180138	chr13:36576379 - 36577393	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity;Wnt receptor signaling pathway	Protein Kinase
1453	CSNK1D	casein kinase 1, delta	NM_001893, NM_139062	NP_001884.2, NP_620693.1	ENSG00000141551	chr17:77795945 - 77824546	ATP binding;casein kinase I activity;DNA repair;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;signal transduction;transferase activity;Wnt receptor signaling pathway	Wnt,  Protein Kinase,  Stability
1454	CSNK1E	casein kinase 1, epsilon	NM_152221	NP_689407.1	ENSG00000100181	chr22:37019238 - 37040108	ATP binding;casein kinase I activity;DNA repair;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;signal transduction;transferase activity	Wnt,  Protein Kinase,  Stability
53944	CSNK1G1	casein kinase 1, gamma 1	NM_022048	NP_071331.2	ENSG00000169118	chr15:62251182 - 62379751	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity;Wnt receptor signaling pathway	Protein Kinase
1455	CSNK1G2	casein kinase 1, gamma 2	NM_001319	NP_001310.3	ENSG00000133275	chr19:1920771 - 1931202	ATP binding;casein kinase I activity;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;signal transduction;transferase activity;Wnt receptor signaling pathway	Protein Kinase
1456	CSNK1G3	casein kinase 1, gamma 3	NM_004384, NM_001044723, NM_001044722, NM_001031812	NP_004375.2, NP_001038188.1, NP_001038187.1, NP_001026982.1	ENSG00000151292	chr5:122909256 - 122977989	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein modification process;protein serine/threonine kinase activity;signal transduction;transferase activity;Wnt receptor signaling pathway	Protein Kinase
1459	CSNK2A2	casein kinase 2, alpha prime polypeptide	NM_001896	NP_001887.1	ENSG00000070770	chr16:56755475 - 56789141	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein kinase CK2 activity;protein N-terminus binding;protein serine/threonine kinase activity;signal transduction;spermatid development;transferase activity;Wnt receptor signaling pathway	TNF_alpha_NF_kB,  Wnt,  Protein Kinase
1460	CSNK2B	casein kinase 2, beta polypeptide	NM_001320	NP_001311.3	ENSG00000111968	chr6:31742587 - 31745682	identical protein binding;kinase activity;protein kinase CK2 activity;protein kinase CK2 complex;protein kinase CK2 regulator activity;signal transduction;Wnt receptor signaling pathway	TNF_alpha_NF_kB,  Wnt,  Protein Kinase,  Stability
3627	CXCL10	chemokine (C-X-C motif) ligand 10	NM_001565	NP_001556.2	ENSG00000169245	chr4:77162106 - 77163608	cAMP-dependent protein kinase regulator activity;cell motility;cell surface receptor linked signal transduction;cell-cell signaling;chemokine activity;chemotaxis;circulation;extracellular region;extracellular space;immune response;inflammatory response;muscle development;positive regulation of cell proliferation;soluble fraction	Protein Kinase
1600	DAB1	disabled homolog 1 (Drosophila)	NM_021080	NP_066566.3	ENSG00000173406	chr1:57248955 - 57529290	cell differentiation;multicellular organismal development;nervous system development	Protein Kinase
1612	DAPK1	death-associated protein kinase 1	NM_004938	NP_004929.2	ENSG00000196730	chr9:89303812 - 89512099	actin cytoskeleton;apoptosis;ATP binding;calmodulin binding;induction of apoptosis by extracellular signals;kinase activity;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
23604	DAPK2	death-associated protein kinase 2	NM_014326	NP_055141.2	ENSG00000035664	chr15:61987771 - 62119513	apoptosis;ATP binding;calmodulin binding;cytoplasm;identical protein binding;induction of apoptosis;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein kinase cascade;transferase activity	Protein Kinase
1613	DAPK3	death-associated protein kinase 3	NM_001348	NP_001339.1	ENSG00000167657	chr19:3910098 - 3920733	apoptosis;ATP binding;chromatin modification;induction of apoptosis;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	Protein Kinase
55861	DBNDD2	dysbindin (dystrobrevin binding protein 1) domain containing 2	NM_001048225, NM_001048226	NP_001041690.1, NP_001041691.1	ENSG00000198641	chr20:43470521 - 43472194	cytoplasm;protein binding	Protein Kinase
9201	DCLK1	doublecortin-like kinase 1	NM_004734	NP_004725.1	ENSG00000133083	chr13:35246778 - 35598274	ATP binding;cell differentiation;central nervous system development;endosome transport;integral to plasma membrane;intracellular signaling cascade;kinase activity;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;receptor signaling protein activity;transferase activity	Protein Kinase
166614	DCLK2	doublecortin-like kinase 2	NM_001040260, NM_001040261	NP_001035350.2, NP_001035351.3	ENSG00000170390	chr4:151219629 - 151396849	ATP binding;intracellular signaling cascade;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
85443	DCLK3	doublecortin-like kinase 3	NM_033403	NP_208382.1	ENSG00000163673	chr3:36731822 - 36755154	ATP binding;intracellular signaling cascade;nucleotide binding;nucleus;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
780	DDR1	discoidin domain receptor family, member 1	NM_013993, NM_001954, NM_013994	NP_054699.2, NP_001945.3, NP_054700.2	ENSG00000137332	chr6:30964485 - 30975052	ATP binding;cell adhesion;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
4921	DDR2	discoidin domain receptor family, member 2	NM_006182	NP_006173.2	ENSG00000162733	chr1:160955477 - 161016660	ATP binding;cell adhesion;integral to plasma membrane;membrane;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase
64798	DEPDC6	DEP domain containing 6	NM_022783	NP_073620.2	ENSG00000155792	chr8:120955267 - 121131124	intracellular;intracellular signaling cascade;protein binding	Protein Kinase
1606	DGKA	diacylglycerol kinase, alpha 80kDa	NM_201554	NP_963848.1	ENSG00000065357	chr12:54616554 - 54633819	biological_process;calcium ion binding;cellular_component;cytosol;diacylglycerol binding;diacylglycerol kinase activity;intracellular signaling cascade;kinase activity;phospholipid binding;plasma membrane;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
1607	DGKB	diacylglycerol kinase, beta 90kDa	NM_145695, NM_004080	NP_663733.1, NP_004071.1	ENSG00000136267	chr7:14155280 - 14847413	calcium ion binding;diacylglycerol binding;diacylglycerol kinase activity;intracellular signaling cascade;plasma membrane;protein binding;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
8527	DGKD	diacylglycerol kinase, delta 130kDa	NM_003648, NM_152879	NP_003639.2, NP_690618.2	ENSG00000077044	chr2:233927903 - 234042845	cell growth;cytoplasm;diacylglycerol binding;diacylglycerol kinase activity;diacylglycerol metabolic process;epidermal growth factor receptor signaling pathway;metal ion binding;multicellular organismal development;plasma membrane;protein heterodimerization activity;protein homodimerization activity;protein homooligomerization;protein kinase C activation;response to organic substance;second-messenger-mediated signaling;transferase activity;zinc ion binding	Protein Kinase
8526	DGKE	diacylglycerol kinase, epsilon 64kDa	NM_003647	NP_003638.1	ENSG00000153933	chr17:52267155 - 52295151	ATP binding;diacylglycerol binding;diacylglycerol kinase activity;integral to membrane;intracellular signaling cascade;membrane;metal ion binding;phospholipid biosynthetic process;protein binding;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
1608	DGKG	diacylglycerol kinase, gamma 90kDa	NM_001346, NM_001080744, NM_001080745	NP_001337.2, NP_001074213.1, NP_001074214.1	ENSG00000058866	chr3:187350572 - 187520942	calcium ion binding;diacylglycerol binding;diacylglycerol kinase activity;intracellular signaling cascade;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
160851	DGKH	diacylglycerol kinase, eta	NM_152910, NM_178009	NP_690874.2, NP_821077.1	ENSG00000102780	chr13:41520909 - 41701324	diacylglycerol binding;diacylglycerol kinase activity;intracellular signaling cascade;metal ion binding;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
9162	DGKI	diacylglycerol kinase, iota	NM_004717	NP_004708.1	ENSG00000157680	chr7:136726505 - 137182148	cytoplasm;diacylglycerol kinase activity;intracellular signaling cascade;metal ion binding;nucleus;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
139189	DGKK	diacylglycerol kinase, kappa	NM_001013742	NP_001013764.1	null	chrX:50128678 - 50230417	diacylglycerol binding;diacylglycerol kinase activity;diacylglycerol metabolic process;intracellular signaling cascade;metal ion binding;plasma membrane;protein kinase C activation;response to oxidative stress;transferase activity;zinc ion binding	Protein Kinase
1609	DGKQ	diacylglycerol kinase, theta 110kDa	NM_001347	NP_001338.2	ENSG00000145214	chr4:944407 - 957270	diacylglycerol binding;diacylglycerol kinase activity;intracellular signaling cascade;metal ion binding;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
8525	DGKZ	diacylglycerol kinase, zeta 104kDa	NM_201533, NM_201532, NM_003646, NM_001105540	NP_963291.1, NP_963290.1, NP_003637.2, NP_001099010.1	ENSG00000149091	chr11:46344382 - 46358073	ATP binding;diacylglycerol binding;diacylglycerol kinase activity;intracellular signaling cascade;metal ion binding;nucleus;protein binding;protein kinase C activation;transferase activity;zinc ion binding	Protein Kinase
9077	DIRAS3	DIRAS family, GTP-binding RAS-like 3	NM_004675	NP_004666.1	ENSG00000162595	chr1:68284878 - 68285568	GTP binding;GTPase activity;imprinting;membrane;nucleotide binding;regulation of cyclin-dependent protein kinase activity;small GTPase mediated signal transduction	Protein Kinase,  Tumor Suppressor
1739	DLG1	discs, large homolog 1 (Drosophila)	NM_004087, NM_001098424	NP_004078.2, NP_001091894.1	ENSG00000075711	chr3:198255890 - 198508472	actin filament organization;basolateral plasma membrane;cell-cell adherens junction;cell-cell adhesion;cortical actin cytoskeleton organization and biogenesis;cytoskeletal protein binding;endoplasmic reticulum;endothelial cell proliferation;establishment and/or maintenance of cell polarity;G1/S transition checkpoint;guanylate kinase activity;negative regulation of progression through mitotic cell cycle;phosphatase binding;phosphoprotein phosphatase activity;plasma membrane;positive regulation of body size;p	Wnt,  Protein Kinase,  Stability
1760	DMPK	dystrophia myotonica-protein kinase	NM_001081560, NM_004409, NM_001081563, NM_001081562	NP_001075029.1, NP_004400.4, NP_001075032.1, NP_001075031.1	ENSG00000104936	chr19:50965585 - 50977450	ATP binding;identical protein binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein modification process;protein serine/threonine kinase activity;regulation of heart contraction;regulation of small GTPase mediated signal transduction;transferase activity	Protein Kinase
5611	DNAJC3	DnaJ (Hsp40) homolog, subfamily C, member 3	NM_006260	NP_006251.1	ENSG00000102580	chr13:95127510 - 95241285	binding;cytoplasm;defense response;heat shock protein binding;protein folding;protein kinase inhibitor activity;response to unfolded protein;response to virus	Protein Kinase,  Stability
1796	DOK1	docking protein 1, 62kDa (downstream of tyrosine kinase 1)	NM_001381	NP_001372.1	ENSG00000115325	chr2:74635389 - 74637749	cell surface receptor linked signal transduction;insulin receptor binding;protein binding;transmembrane receptor protein tyrosine kinase signaling pathway	Kit Receptor,  Protein Kinase,  Tumor Suppressor
9046	DOK2	docking protein 2, 56kDa	NM_003974	NP_003965.2	ENSG00000147443	chr8:21822767 - 21827058	cell surface receptor linked signal transduction;identical protein binding;insulin receptor binding	Protein Kinase
55715	DOK4	docking protein 4	NM_018110	NP_060580.2	ENSG00000125170	chr16:56064789 - 56070920	insulin receptor binding;MAPKKK cascade;nervous system development;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane receptor protein tyrosine kinase signaling protein activity	Protein Kinase
55816	DOK5	docking protein 5	NM_018431	NP_060901.2	ENSG00000101134	chr20:52525892 - 52700425	insulin receptor binding	Protein Kinase
1812	DRD1	dopamine receptor D1	NM_000794	NP_000785.1	ENSG00000184845	chr5:174801367 - 174802708	adenylate cyclase activation;cell;dopamine D1 receptor activity;dopamine receptor activity;dopamine receptor, adenylate cyclase activating pathway;elevation of cytosolic calcium ion concentration;G-protein signaling, coupled to cyclic nucleotide second messenger;integral to plasma membrane;locomotory behavior;mating behavior;membrane fraction;nervous system development;plasma membrane;receptor activity;response to drug;rhodopsin-like receptor activity;signal transduction;synaptic transmission	Protein Kinase
1813	DRD2	dopamine receptor D2	NM_016574, NM_000795	NP_057658.2, NP_000786.1	ENSG00000149295	chr11:112786658 - 112800583	dopamine receptor activity;dopamine receptor, adenylate cyclase inhibiting pathway;G-protein coupled receptor protein signaling pathway;integral to membrane;integral to plasma membrane;intermediate filament;membrane;nervous system development;plasma membrane;receptor activity;rhodopsin-like receptor activity;signal transduction;synaptic transmission	Protein Kinase,  Stability
1814	DRD3	dopamine receptor D3	NM_000796, NM_033663	NP_000787.2, NP_387512.3	ENSG00000151577	chr3:115330252 - 115373529	behavior;dopamine receptor activity;dopamine receptor signaling pathway;integral to plasma membrane;plasma membrane;receptor activity;rhodopsin-like receptor activity;signal transduction;synaptic transmission	Protein Kinase,  Stability
1844	DUSP2	dual specificity phosphatase 2	NM_004418	NP_004409.1	ENSG00000158050	chr2:96173288 - 96174820	hydrolase activity;inactivation of MAPK activity;MAP kinase phosphatase activity;mitogen-activated protein kinase binding;nucleus;protein amino acid dephosphorylation;protein tyrosine phosphatase activity;protein tyrosine/threonine phosphatase activity	Phosphatase,  Protein Kinase
63904	DUSP21	dual specificity phosphatase 21	NM_022076	NP_071359.2	ENSG00000189037	chrX:44588322 - 44588895	cytoplasm;hydrolase activity;nucleus;protein amino acid dephosphorylation;protein kinase activity;protein tyrosine phosphatase activity;protein tyrosine/serine/threonine phosphatase activity;signal transduction	Phosphatase,  Protein Kinase
1859	DYRK1A	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A	NM_130437, NM_130438, NM_001396, NM_101395, NM_130436	NP_569121.1, NP_569122.1, NP_001387.2, NP_567824.1, NP_569120.1	ENSG00000157540	chr21:37714546 - 37806704	ATP binding;kinase activity;nervous system development;non-membrane spanning protein tyrosine kinase activity;nuclear speck;nucleotide binding;nucleus;peptidyl-tyrosine phosphorylation;protein amino acid autophosphorylation;protein self-association;protein serine/threonine kinase activity;transferase activity	Hedgehog,  Protein Kinase,  Stability
9149	DYRK1B	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1B	NM_006483, NM_004714, NM_006484	NP_006474.1, NP_004705.1, NP_006475.1	ENSG00000105204	chr19:45008194 - 45014347	ATP binding;nucleotide binding;nucleus;positive regulation of transcription, DNA-dependent;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transcription coactivator activity;transferase activity	Protein Kinase
8445	DYRK2	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2	NM_006482	NP_003574.1	ENSG00000127334	chr12:66329180 - 66338760	ATP binding;cytoplasm;magnesium ion binding;manganese ion binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
8444	DYRK3	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 3	NM_003582, NM_001004023	NP_003573.2, NP_001004023.1	ENSG00000143479	chr1:204875671 - 204888933	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
8798	DYRK4	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4	NM_003845	NP_003836.1	ENSG00000010219	chr12:4570607 - 4593180	ATP binding;cellular_component;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
1906	EDN1	endothelin 1	NM_001955	NP_001946.3	ENSG00000078401	chr6:12398848 - 12404286	blood pressure regulation;blood vessel morphogenesis;cartilage development;cell-cell signaling;diuresis;dorsal/ventral pattern formation;elevation of cytosolic calcium ion concentration during G-protein signaling, coupled to IP3 second messenger (phospholipase C activating);endothelin A receptor binding;extracellular region;extracellular space;fluid secretion;G-protein signaling, phospholipase D activating pathway;glucose transport;heart development;hormone activity;in utero embryonic development;middle ear	Protein Kinase,  Tumor Suppressor
1907	EDN2	endothelin 2	NM_001956	NP_001947.1	ENSG00000127129	chr1:41717666 - 41722859	cell-cell signaling;extracellular region;growth factor activity;pathogenesis;protein kinase C activation;regulation of vasoconstriction;soluble fraction;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tumor Suppressor
1909	EDNRA	endothelin receptor type A	NM_001957	NP_001948.1	ENSG00000151617	chr4:148626283 - 148683220	adenylate cyclase activation;cell proliferation;elevation of cytosolic calcium ion concentration;endothelin-A receptor activity;G-protein coupled receptor protein signaling pathway;glucose transport;integral to plasma membrane;membrane;phosphoinositide phospholipase C activity;phospholipase C activation;protein binding;receptor activity;respiratory gaseous exchange;rhodopsin-like receptor activity;signal transduction;smooth muscle contraction	Protein Kinase
29904	EEF2K	eukaryotic elongation factor-2 kinase	NM_013302	NP_037434.1	ENSG00000103319	chr16:22144551 - 22202818	ATP binding;calcium ion binding;calmodulin binding;cytoplasm;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity;translation factor activity, nucleic acid binding;translational elongation	Protein Kinase
1950	EGF	epidermal growth factor (beta-urogastrone)	NM_001963	NP_001954.2	ENSG00000138798	chr4:111053940 - 111152060	activation of MAPK activity;activation of MAPKK activity;branching morphogenesis of a tube;calcium ion binding;chromosome organization and biogenesis (sensu Eukaryota);DNA replication;epidermal growth factor receptor activating ligand activity;epidermal growth factor receptor signaling pathway;extracellular region;extracellular space;growth factor activity;integral to membrane;nucleus;plasma membrane;positive regulation of granule cell precursor proliferation;protein binding;regulation of peptidyl-tyrosine 	EGFR1,  Protein Kinase,  Tumor Suppressor
1956	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_201284, NM_005228, NM_201283, NM_201282	NP_958441.1, NP_005219.2, NP_958440.1, NP_958439.1	ENSG00000146648	chr7:55054464 - 55240804	actin filament binding;AP-2 adaptor complex;ATP binding;calcium-dependent phospholipase A2 activation;cell cycle;cell proliferation;cell surface receptor linked signal transduction;cell-cell adhesion;cytoplasm;double-stranded DNA binding;endosome;epidermal growth factor receptor activity;epidermal growth factor receptor signaling pathway;extracellular space;identical protein binding;integral to membrane;MAP/ERK kinase kinase activity;negative regulation of progression through cell cycle;nitric-oxide synthas	Alpha6Beta4 Integrin,  EGFR1,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification,  Missense mutation
5610	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	NM_002759	NP_002750.1	ENSG00000055332	chr2:37187919 - 37228453	apoptosis;ATP binding;cell cycle;double-stranded RNA binding;eukaryotic translation initiation factor 2alpha kinase activity;immune response;intracellular;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein phosphatase type 2A regulator activity;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;response to virus;transferase activity	Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene
9451	EIF2AK3	eukaryotic translation initiation factor 2-alpha kinase 3	NM_004836	NP_004827.4	ENSG00000172071	chr2:88638368 - 88707907	ATP binding;bone mineralization;calcium-mediated signaling;caspase activation;chondrocyte development;cytoplasm;endocrine pancreas development;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum organization and biogenesis;ER overload response;eukaryotic translation initiation factor 2alpha kinase activity;identical protein binding;insulin secretion;insulin-like growth factor receptor signaling pathway;integral to membrane;membrane;negative regulation of myelination;negative regulatio	Protein Kinase
440275	EIF2AK4	eukaryotic translation initiation factor 2 alpha kinase 4	NM_001013703	NP_001013725.2	ENSG00000128829	chr15:38013688 - 38114577	aminoacyl-tRNA ligase activity;ATP binding;cytosolic ribosome (sensu Eukaryota);eukaryotic translation initiation factor 2alpha kinase activity;intracellular;nucleotide binding;protein amino acid phosphorylation;protein modification process;regulation of translational initiation;small conjugating protein ligase activity;transferase activity;tRNA aminoacylation for protein translation;ubiquitin cycle	Protein Kinase
2041	EPHA1	EPH receptor A1	NM_005232	NP_005223.4	ENSG00000146904	chr7:142798671 - 142816020	ATP binding;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;receptor activity;signal transduction;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
